AT,EV,AP,RH,PE
26.43,51.43,1006.3,71.48,441.01
24.99,58.79,1016.37,67.16,439.2
7.64,39.85,1012.78,88.09,481.53
28.11,70.98,1007.76,85.6,431.83
27.19,71.32,1008.97,88.43,437.92
18.92,46.93,1009.89,77.98,453.66
28.76,51.43,1011.88,49.79,449.98
29.41,64.05,1009.82,67.4,444.82
21.9,47.43,1006.8,60.48,452.13
29.55,67.69,1004.88,48.68,428.77
11.7,41.16,1019.58,87.49,464.12
31.74,72.58,1007.26,59.58,425.12
28.37,75.6,1017.48,55.19,439.25
11.48,41.2,1012.88,90.04,478.34
12.38,40.6,1013.86,85.35,472.53
8.94,41.38,1021.5,79.45,479.95
15.77,39.82,1013.01,79.1,468.78
6.33,39.33,1012.06,93.16,492.22
25.9,71.73,1010.18,74.83,434.84
34.03,73.56,1006.49,51.07,440.29
10.63,44.2,1018.63,90.26,477.19
29.83,62.66,1007.98,47.07,438.71
24.75,69.89,1015.29,82.01,438.1
14.54,41.17,1015.15,67.78,470.19
14.75,41.16,1009.58,86.96,468.14
14.49,42.86,1013.94,88.2,468.4
10.71,41.93,1018.23,90.88,478.76
26.14,61.02,1010.13,66.71,436.17
25.99,74.67,1016.59,83.39,434.7
12.32,41.62,1012.88,88.88,464.72
21.5,50.59,1017.08,65.28,453.8
25.65,49.3,1003.73,68.48,440.05
10.18,40.81,1015.79,81.42,475.13
24.65,72.43,1007.99,90.05,437.59
29.38,69.68,1011.35,49.25,430.2
18.43,57.76,1016.13,87.34,452.65
10.58,42.34,1022.32,94.01,474.91
20.57,44.78,1008.89,38.78,465.69
31.48,69.75,1008.9,45.66,438.19
25.93,60.29,1017.62,50.03,444.04
21.46,46.63,1012.97,71.29,452.1
20.0,39.53,1007.59,62.09,456.28
29.53,70.79,1003.7,60.89,426.85
13.46,39.85,1012.76,72.94,472.5
28.42,73.5,1011.23,72.79,435.59
18.17,52.08,1001.91,100.09,451.06
9.53,40.23,1017.74,89.05,484.0
7.66,41.92,1031.96,82.48,485.11
24.47,48.6,1002.49,75.04,442.08
15.95,49.25,1019.04,88.51,463.4
20.01,43.77,1012.13,65.53,455.66
27.19,62.91,1011.57,53.66,444.8
27.09,49.3,1003.93,61.0,437.44
24.38,47.01,1015.17,68.96,454.85
10.15,41.46,1019.78,83.56,481.31
33.2,73.88,1005.67,48.48,438.12
31.82,73.68,1014.8,40.58,433.32
7.77,41.82,1032.72,72.8,479.4
14.72,40.83,1009.65,80.98,469.8
10.5,52.72,1026.32,85.04,468.01
32.06,75.33,1001.96,63.15,432.92
14.08,41.93,1023.02,59.41,475.15
19.2,61.27,1020.02,65.53,455.2
25.27,67.07,1006.34,66.35,445.81
34.18,67.9,1005.87,30.34,425.5
18.77,39.54,1009.39,63.35,458.58
17.73,40.55,1003.36,74.62,462.69
19.83,46.33,1013.27,96.4,451.22
9.99,42.07,1018.78,85.68,471.6
29.78,65.74,1012.13,44.96,441.51
12.27,41.17,1019.39,52.18,473.84
5.84,43.02,1013.88,87.42,489.05
7.19,40.81,1015.22,85.65,487.15
16.72,44.78,1007.75,56.79,453.39
30.44,56.24,1005.19,56.24,429.34
6.99,35.19,1019.32,68.95,480.05
15.25,39.58,1012.1,73.05,466.21
11.7,43.41,1016.08,62.27,467.51
26.85,66.86,1006.78,69.4,438.26
31.88,70.36,1006.2,57.51,438.42
30.08,68.14,1003.99,77.38,425.27
24.73,69.94,1006.09,59.15,439.86
8.66,40.11,1032.86,75.31,479.76
21.31,49.39,1020.18,71.35,455.34
30.16,73.17,1010.74,58.99,434.43
15.3,43.14,1015.11,71.35,466.0
23.93,64.45,1015.35,54.71,449.97
21.81,43.77,1011.97,64.72,453.13
11.61,52.75,1020.94,77.56,464.68
30.25,68.24,1006.58,31.9,432.05
8.68,41.82,1032.83,73.62,478.61
27.24,77.17,1009.37,81.51,439.12
29.04,70.72,1009.55,66.58,437.95
14.12,41.39,1018.73,76.51,472.88
27.33,66.17,1011.06,64.55,443.89
25.92,73.77,1001.27,94.28,432.0
26.65,74.16,1008.27,94.54,431.47
21.24,60.84,1017.99,82.22,445.71
28.37,72.86,1004.81,53.52,441.37
8.75,40.77,1021.99,86.46,478.85
24.81,63.73,1009.34,83.61,440.43
17.01,44.2,1019.18,61.23,457.26
28.12,44.89,1009.18,47.14,441.13
18.1,45.0,1023.05,48.41,465.46
19.81,43.56,1013.39,38.13,460.59
27.15,73.9,1007.57,74.42,433.09
21.86,63.09,1016.64,87.94,442.79
22.43,63.94,1012.76,93.24,444.53
15.91,38.62,1016.2,63.63,462.25
19.08,44.63,1020.05,41.07,455.95
4.41,42.07,1005.54,68.85,488.36
8.39,36.24,1013.39,89.13,480.69
25.89,63.56,1013.82,64.51,443.82
22.26,44.89,1009.51,78.93,447.07
27.85,66.44,1008.48,77.15,429.0
31.2,73.17,1010.28,53.23,431.23
30.47,70.83,1010.91,46.94,444.39
8.51,41.26,1023.17,87.79,477.51
13.95,41.49,1019.95,86.46,465.24
28.69,67.79,1011.01,66.4,439.87
18.42,63.94,1020.47,74.47,450.55
7.81,40.71,1023.32,82.08,475.46
27.01,69.75,1009.78,81.29,442.57
10.44,37.83,1006.31,97.2,474.42
21.97,58.79,1010.93,86.7,448.8
12.6,40.35,1011.89,80.88,475.42
9.38,40.46,1019.29,75.77,474.1
28.18,66.56,1005.69,65.67,426.79
22.2,63.94,1017.38,56.17,445.6
31.44,64.44,1014.04,49.15,437.6
26.16,70.04,1009.63,73.22,432.56
13.97,40.24,1018.32,88.72,467.93
25.79,67.17,1007.89,81.38,440.75
14.14,39.82,1012.46,81.15,472.52
26.1,66.25,1009.25,84.52,441.53
19.46,42.04,1011.3,60.45,466.24
5.74,37.8,1021.37,74.47,490.81
12.45,40.81,1025.63,66.26,474.73
13.35,41.44,1015.9,66.04,473.17
26.31,44.57,1007.51,52.6,452.73
25.28,72.39,1002.28,89.43,432.52
25.43,69.13,1002.2,86.44,431.53
26.17,66.54,1002.23,75.6,433.81
23.68,49.02,1007.53,86.05,440.68
25.32,61.25,1011.56,80.1,436.67
16.92,44.6,1017.34,58.75,460.17
23.16,57.69,1007.91,84.7,438.29
9.84,36.66,1026.7,70.02,477.62
14.08,43.41,1015.59,54.15,466.99
21.63,50.16,1005.7,84.84,448.32
24.24,71.58,1010.15,91.14,437.75
24.62,68.31,1010.45,75.18,448.58
26.05,44.89,1009.83,56.36,443.18
16.38,45.64,1020.47,89.28,462.58
15.54,39.31,1009.69,71.19,461.06
27.97,58.84,1002.25,57.88,446.11
31.68,70.79,1004.05,54.5,429.55
12.19,40.75,1015.13,88.98,475.36
17.07,41.35,1005.88,83.43,464.6
23.74,62.96,1019.65,63.39,449.48
7.51,41.66,1015.9,78.31,485.58
30.31,70.36,1006.55,59.92,439.11
27.06,77.17,1008.71,90.6,432.2
15.6,43.71,1024.88,80.37,463.34
28.07,74.33,1012.0,71.69,428.87
29.43,66.75,1017.63,42.72,434.6
26.96,62.39,1008.14,73.95,437.41
20.74,58.2,1017.54,70.66,450.4
21.25,66.86,1012.99,60.65,455.72
18.6,56.85,1012.34,80.24,450.26
29.49,70.98,1007.83,79.08,434.43
30.97,67.69,1005.61,50.88,425.35
29.05,75.6,1017.63,51.16,439.14
18.77,52.08,1004.02,99.86,449.62
28.68,73.77,1004.72,87.01,431.66
21.73,64.63,1020.84,68.9,450.36
23.81,57.5,1015.53,70.66,448.72
24.75,58.79,1009.87,71.97,444.79
29.89,65.74,1012.95,51.36,438.24
17.48,43.14,1018.68,74.85,459.59
27.31,59.54,1006.24,71.99,440.13
8.52,38.5,1013.16,64.06,482.96
21.67,57.76,1018.32,68.21,452.56
17.68,39.08,1002.77,74.24,454.18
23.4,49.16,1002.85,69.82,446.05
14.6,42.32,1015.71,77.03,464.67
27.75,77.24,1007.48,78.37,433.57
23.37,65.46,1016.25,48.64,447.07
13.86,40.83,1008.76,82.4,470.37
25.42,69.71,1009.29,82.5,435.59
20.17,58.12,1015.41,79.47,455.25
31.66,73.91,1004.49,68.13,431.26
15.8,41.1,1003.0,77.36,465.87
7.68,42.85,1012.51,91.51,479.16
11.6,39.1,1009.81,100.09,460.7
11.29,41.5,1013.39,89.15,476.04
9.19,41.01,1022.14,98.98,468.37
24.03,62.44,1010.96,79.88,430.66
22.86,60.08,1017.2,67.11,452.34
17.3,46.21,1013.56,87.57,456.77
26.56,65.59,1012.6,64.25,443.66
12.29,40.71,1019.71,83.09,469.75
22.78,71.77,1005.26,89.23,435.46
29.2,64.84,1009.94,55.37,441.9
20.61,48.78,1020.8,85.05,449.38
28.01,65.34,1014.68,46.86,440.77
28.98,70.8,1008.19,73.45,434.08
23.71,60.23,1009.76,90.67,439.66
12.88,40.64,1020.76,92.58,474.58
5.54,45.87,1008.69,95.91,478.02
14.49,44.84,1024.09,86.55,465.72
13.19,39.18,1023.67,66.78,469.62
19.9,56.53,1020.52,78.05,456.48
24.43,61.25,1011.66,85.24,436.05
8.91,43.52,1022.78,98.0,478.38
23.43,54.42,1013.58,70.99,454.86
19.69,56.65,1020.72,70.86,456.18
14.22,42.32,1015.54,77.23,465.0
12.35,40.8,1027.35,72.69,476.88
21.36,52.3,1007.95,79.38,448.13
22.78,58.96,1013.65,57.06,452.03
8.39,52.72,1026.06,86.76,473.45
28.13,61.25,1013.12,62.57,436.61
27.39,69.14,1008.82,78.35,435.22
31.75,74.99,1003.25,53.33,430.82
24.49,68.61,1010.56,64.03,447.57
8.47,41.26,1020.57,91.28,477.14
28.15,72.24,1010.88,62.39,431.75
14.79,41.04,1025.32,75.81,456.97
15.2,40.55,1005.0,88.4,465.09
25.12,66.56,1009.22,65.62,436.56
20.38,62.52,1017.85,75.56,456.56
21.02,61.5,1008.52,77.74,448.08
11.25,40.67,1011.64,63.54,480.49
21.75,49.82,1015.01,78.33,455.28
23.61,49.16,1002.39,65.63,443.5
25.13,68.63,1013.57,43.44,446.36
32.29,64.96,1002.13,42.61,430.58
23.48,60.23,1011.91,79.48,437.44
16.63,39.16,1005.85,72.02,460.29
32.38,77.24,1007.7,61.15,430.96
8.85,40.43,1025.68,80.42,491.81
21.29,59.04,1012.49,84.23,445.37
28.5,74.87,1009.67,53.78,444.88
9.37,42.32,1015.15,82.96,477.57
21.42,56.89,1014.39,84.05,444.86
28.62,79.74,1008.12,65.39,436.12
33.6,77.17,1009.01,47.53,430.32
15.85,42.28,1007.4,82.12,467.3
18.27,50.16,1011.07,95.91,451.76
14.96,43.02,1012.77,42.93,467.16
21.96,71.85,1009.38,75.98,441.52
25.95,63.47,1011.77,66.22,445.5
23.5,59.21,1018.29,63.0,443.31
30.38,71.58,1010.17,50.45,433.75
28.01,64.69,1007.61,58.45,440.23
12.3,40.69,1015.74,82.58,474.46
21.42,43.79,1015.76,43.08,462.19
21.34,59.8,1016.92,77.06,450.74
15.84,41.66,1009.69,62.81,465.5
16.73,54.3,1017.96,59.44,460.54
23.25,71.29,1008.05,71.36,442.21
26.52,73.21,1002.3,95.38,437.02
27.43,63.87,1017.6,43.33,442.71
16.41,44.92,1024.27,84.16,462.12
29.67,73.67,1006.48,64.98,429.28
23.19,45.61,1013.18,73.46,454.62
28.34,73.68,1015.05,76.73,432.0
12.48,40.67,1011.24,61.1,475.96
29.97,67.9,1006.09,61.6,434.14
22.8,49.16,1006.4,77.05,439.65
24.42,66.56,1002.04,84.7,434.18
23.89,48.41,1010.48,62.31,441.83
26.31,66.48,1005.93,63.9,432.89
25.69,64.45,1013.05,42.0,450.94
10.13,39.18,1024.09,85.48,479.42
17.83,66.86,1011.65,77.31,456.56
12.64,41.26,1020.79,83.66,465.78
11.86,40.27,1008.06,72.91,474.57
6.05,41.14,1027.69,86.93,481.02
28.54,76.86,1000.09,74.67,433.35
19.89,68.08,1012.65,80.25,448.71
10.05,40.23,1019.71,90.41,475.48
21.47,57.19,1006.45,75.8,448.31
11.15,40.64,1020.65,97.95,477.79
18.3,37.2,1012.23,68.09,470.42
28.76,69.48,1008.62,55.86,430.14
25.44,75.23,1010.71,66.44,436.67
19.61,56.53,1019.69,77.13,454.22
17.46,42.42,1008.97,69.19,469.63
6.07,41.14,1027.57,86.98,480.19
28.75,64.84,1009.61,58.24,441.3
11.33,41.5,1013.58,88.7,475.01
28.19,62.6,1017.34,46.95,449.61
7.93,41.01,1023.64,97.23,476.37
20.24,56.65,1020.72,62.9,455.49
23.09,51.19,1009.4,81.61,443.22
8.99,36.66,1028.11,71.98,481.03
14.11,45.08,1023.27,83.22,464.7
26.52,65.06,1013.4,51.78,439.66
19.35,64.15,1021.37,68.53,457.74
28.55,72.43,1007.2,65.82,430.06
30.2,69.59,1008.9,67.32,434.66
17.29,44.63,1019.6,41.98,460.66
7.38,41.22,1016.47,96.29,485.73
25.53,71.85,1009.19,74.7,431.26
10.27,40.64,1020.63,84.6,474.99
20.12,56.53,1020.34,75.59,454.54
22.28,60.27,1018.98,84.12,443.44
21.29,51.43,1011.31,90.12,452.94
26.87,69.23,1012.71,54.54,433.89
13.99,36.71,1013.43,83.13,473.2
15.89,38.73,1001.45,74.37,465.76
10.45,40.71,1015.68,81.48,469.22
26.26,74.9,1003.85,81.94,437.44
9.05,40.67,1015.57,75.48,486.55
25.66,71.77,1006.76,84.76,429.25
31.91,67.83,1008.76,53.22,425.28
7.14,41.22,1016.6,97.09,435.58
25.07,77.95,1012.87,83.0,438.55
25.74,65.38,1009.6,54.34,452.94
14.94,40.0,1017.69,65.43,456.41
19.32,52.84,1004.29,83.51,450.88
26.42,59.27,1012.9,65.38,443.94
23.25,63.86,1017.82,59.64,445.12
13.77,42.86,1030.72,77.3,471.38
14.24,44.84,1023.6,94.06,466.67
14.74,44.47,1028.29,67.87,462.92
14.35,35.71,1016.1,60.86,468.9
9.31,43.56,1015.09,79.96,482.55
11.82,41.54,1019.96,67.65,476.97
6.18,41.55,1001.58,98.79,484.87
20.16,60.1,1011.24,86.23,453.36
10.52,41.78,1013.54,71.52,474.58
16.46,61.27,1020.02,74.54,456.64
20.47,63.07,1012.79,88.67,451.71
27.12,70.32,1009.94,52.67,429.08
13.41,45.0,1022.31,76.29,475.9
8.6,42.28,1008.58,80.15,484.21
30.74,71.77,1006.24,53.38,434.89
26.5,66.05,1017.03,61.34,440.15
26.67,70.94,1007.7,56.56,439.13
22.74,61.02,1009.56,79.41,445.56
18.85,48.06,1012.52,67.88,451.77
19.87,49.69,1012.23,68.57,456.03
21.19,50.16,1005.81,84.27,450.33
13.44,39.64,1013.23,73.43,474.79
14.2,40.92,1022.26,71.71,460.42
22.59,60.32,1016.84,78.58,447.17
26.53,65.18,1012.77,64.37,437.39
24.8,64.63,1020.69,55.74,447.82
26.21,70.32,1007.0,78.29,430.4
14.58,41.92,1030.42,61.96,462.69
14.37,40.56,1021.67,68.18,470.19
6.03,40.78,1025.53,98.68,480.36
11.99,49.83,1008.33,95.2,468.22
21.28,70.32,1011.55,88.05,438.7
20.54,59.39,1014.07,84.15,445.41
13.65,41.58,1020.56,72.17,460.8
23.82,48.92,1010.48,44.45,446.85
15.15,37.64,1014.37,89.82,463.98
7.89,39.37,1016.28,84.66,483.82
26.54,69.34,1009.5,87.18,435.51
22.56,70.98,1005.66,95.95,440.81
23.02,63.47,1012.21,80.61,443.66
14.05,40.71,1016.36,68.58,465.74
25.06,74.33,1014.05,69.02,437.27
25.44,61.25,1012.57,87.65,441.77
12.82,46.18,1018.53,88.46,466.06
6.31,42.07,1004.61,77.74,483.27
22.64,72.24,1011.07,98.55,434.36
10.17,41.46,1019.34,83.04,480.13
31.33,76.86,997.85,64.43,431.44
18.74,44.34,1019.4,55.16,468.84
26.71,59.39,1014.24,66.45,439.33
9.99,41.82,1033.14,68.36,475.75
22.08,45.61,1014.02,75.71,456.71
32.37,67.83,1008.32,57.39,426.76
15.22,50.88,1014.19,100.12,460.44
23.39,73.5,1011.37,88.48,441.18
18.24,58.46,1017.38,86.92,449.63
23.66,62.08,1022.42,64.13,447.06
18.63,45.87,1007.98,79.9,453.79
15.09,39.52,1017.05,72.43,469.8
26.39,66.49,1012.96,60.35,433.36
18.56,42.28,1007.75,60.89,462.05
23.35,59.92,1009.86,88.6,439.82
32.98,73.88,1006.31,47.55,440.28
20.86,67.25,1017.45,81.45,444.5
25.68,58.41,1013.71,70.61,440.78
28.85,66.54,1010.73,43.27,437.79
15.24,37.87,1020.52,84.49,463.09
18.39,52.08,1006.53,100.09,449.96
10.1,44.03,1008.11,90.29,471.59
30.24,73.9,1006.74,56.39,441.31
22.12,49.39,1019.8,72.83,451.0
17.14,58.16,1018.59,77.22,458.61
8.36,40.22,1011.6,89.18,484.66
32.82,68.31,1010.44,41.85,441.06
34.61,73.03,1013.61,36.91,438.56
6.93,38.68,1017.61,61.28,482.37
27.41,63.07,1011.5,55.3,445.02
9.83,41.17,1019.34,72.29,478.21
29.92,67.22,1014.09,50.62,444.78
16.88,43.67,1011.43,73.98,463.81
13.72,34.03,1018.57,65.95,469.25
10.62,39.96,1025.37,96.64,470.8
30.63,74.22,1007.47,46.52,430.38
29.98,47.93,1002.46,42.73,438.79
13.86,41.78,1010.75,57.9,467.39
11.23,43.7,1016.0,91.75,476.04
26.11,47.43,1009.01,56.09,445.36
19.39,68.61,1011.09,96.51,446.47
22.56,62.26,1012.11,63.16,445.33
19.27,43.14,1013.17,39.85,463.14
18.86,51.43,1010.27,86.0,446.91
33.43,69.88,1006.86,44.84,435.59
13.84,41.26,1020.92,74.74,462.46
11.12,41.54,1020.13,75.07,477.69
22.42,60.08,1017.71,67.46,452.31
10.12,41.55,1005.78,62.34,475.46
23.46,73.18,1012.07,88.14,438.62
25.72,49.82,1016.19,60.1,452.33
29.59,71.77,1006.33,62.35,426.62
7.28,38.56,1018.96,67.98,485.57
7.0,38.08,1020.27,77.67,482.38
15.29,38.73,1000.9,81.17,468.62
19.3,56.65,1020.55,70.43,459.1
17.74,50.88,1015.56,89.78,457.71
20.01,68.63,1012.34,69.49,454.5
14.38,40.66,1016.34,92.37,463.1
28.79,68.51,1013.02,62.84,432.51
9.2,40.77,1011.88,89.86,479.82
22.05,59.92,1009.06,93.74,437.9
12.88,44.34,1016.03,88.51,474.94
22.49,58.82,1009.73,85.19,444.11
16.84,56.03,1020.25,70.37,437.14
20.57,60.1,1011.16,83.45,451.88
13.1,49.83,1007.29,92.79,466.08
24.34,70.79,1006.82,85.66,433.83
18.84,67.32,1012.63,81.89,449.21
31.13,64.05,1011.51,61.27,439.24
10.87,37.5,1011.43,95.56,474.07
16.13,39.99,1007.04,80.49,465.25
14.56,40.89,1010.94,79.57,467.53
17.4,44.9,1020.5,77.11,457.75
16.74,41.16,1006.87,74.24,463.0
10.63,37.5,1008.93,98.14,474.81
21.87,66.86,1013.01,57.39,453.62
12.36,41.74,1020.58,69.24,477.16
11.54,45.0,1022.77,80.79,482.34
25.16,43.21,1011.73,88.69,442.29
27.43,56.85,1011.86,36.76,436.64
6.61,38.91,1015.77,92.31,484.32
26.2,63.56,1013.39,67.07,442.4
27.5,68.24,1010.38,73.44,430.9
17.46,39.99,1008.52,69.73,461.01
12.14,40.27,1007.57,73.22,472.84
15.86,49.69,1015.59,87.26,462.84
9.98,41.62,1013.56,95.77,463.16
25.42,73.21,1001.91,93.78,432.04
11.11,40.55,1023.91,87.12,476.37
26.09,60.23,1010.74,60.88,445.88
29.33,64.84,1010.76,53.32,443.15
13.85,41.39,1018.62,75.55,471.45
30.66,66.25,1007.67,63.03,439.55
21.7,70.32,1009.12,91.3,438.52
23.49,49.3,1003.35,77.96,442.76
15.0,41.17,1015.57,64.82,468.72
22.29,45.01,1012.4,51.58,449.08
27.84,72.39,1001.18,83.46,432.19
21.65,56.89,1013.13,66.07,445.93
20.08,49.69,1008.34,69.88,453.54
27.19,71.58,1010.85,76.1,436.77
29.47,65.51,1014.71,58.28,444.8
26.02,71.94,1009.38,64.12,435.21
26.19,73.77,1001.31,91.87,433.34
18.39,38.52,1019.66,66.93,453.89
22.55,69.84,1006.57,76.29,438.54
27.96,73.42,1011.11,71.93,435.93
5.96,36.25,1029.4,88.63,488.2
23.03,54.42,1014.42,74.98,453.77
29.38,74.9,1003.25,72.19,433.74
22.57,68.3,1017.43,87.69,440.81
28.33,78.92,1011.15,70.04,432.67
10.58,41.49,1020.43,91.9,473.19
23.85,74.22,1009.99,82.72,441.66
25.0,59.43,1007.84,68.91,438.28
26.92,51.43,1012.29,59.33,437.35
9.6,41.03,1021.01,69.03,481.73
23.92,73.17,1011.81,92.33,433.78
8.34,40.72,1023.62,83.75,483.14
19.44,60.07,1014.8,69.06,452.89
13.42,42.86,1013.88,85.13,473.27
10.59,42.49,1009.59,77.36,477.49
16.36,43.99,1021.34,85.13,465.81
23.28,48.92,1010.23,41.55,449.27
31.82,71.29,1008.44,41.7,431.23
24.39,60.84,1018.5,61.73,442.72
9.28,41.38,1021.96,72.22,486.18
20.19,44.57,1009.2,72.13,454.36
19.8,67.71,1005.58,69.65,446.03
20.73,59.87,1019.08,80.48,445.18
28.45,52.84,1006.18,43.16,439.86
31.04,66.54,1003.83,53.05,431.66
10.09,41.01,1019.89,96.55,471.15
17.33,42.28,1007.97,50.33,462.26
12.14,44.85,1014.36,60.04,476.68
17.97,65.94,1012.92,88.22,448.88
21.12,49.15,1021.29,52.9,456.92
19.18,50.12,1005.99,100.09,444.56
23.79,58.2,1016.77,55.88,446.88
15.36,41.66,1012.41,62.32,466.7
18.56,42.18,1001.46,99.59,456.61
10.34,37.5,1010.35,95.56,474.08
13.8,44.34,1019.43,66.74,468.8
10.95,40.22,1010.04,78.96,477.23
26.45,75.6,1017.42,74.5,436.89
15.31,40.66,1016.46,84.64,458.26
11.83,45.09,1013.11,88.52,470.32
27.44,66.56,1005.51,69.28,428.0
27.15,59.21,1013.49,51.71,440.27
17.3,62.1,1020.28,88.06,450.83
25.33,73.21,1002.19,97.24,433.43
25.89,66.49,1013.08,63.16,434.67
21.99,51.19,1009.19,82.58,446.93
27.58,78.05,1010.83,94.98,431.95
13.45,45.87,1008.73,87.06,464.88
9.73,40.22,1011.48,87.88,481.42
11.8,40.66,1017.13,97.2,464.43
16.25,58.16,1018.34,78.59,458.31
24.65,71.98,1006.46,91.11,431.77
7.1,35.77,1015.39,92.1,480.36
23.13,71.25,1002.49,94.59,431.91
21.98,59.39,1015.25,84.52,446.79
14.98,43.99,1022.66,83.34,462.32
28.06,70.04,1009.89,66.07,431.7
19.68,44.34,1019.49,49.5,468.27
4.32,35.47,1017.8,88.51,488.03
10.39,40.22,1009.77,83.27,478.58
9.53,40.62,1015.57,75.49,469.9
21.04,50.32,1008.41,90.19,446.33
26.21,65.12,1016.06,44.31,444.44
22.99,62.96,1019.6,65.05,449.4
5.86,40.62,1017.03,85.06,480.71
25.59,61.5,1009.12,68.0,439.14
21.36,58.95,1018.35,78.87,443.93
24.43,67.25,1017.99,74.27,436.5
6.93,39.81,1017.25,87.29,484.98
18.36,51.43,1010.57,90.17,459.8
25.24,66.54,1002.07,81.22,433.86
26.56,56.57,1013.73,63.9,442.74
33.15,68.51,1012.9,51.91,428.89
14.33,45.51,1015.42,71.55,468.92
12.08,40.75,1015.84,86.9,476.84
14.47,42.99,1009.78,91.15,469.0
28.0,74.22,1008.68,66.0,433.94
16.21,41.23,995.88,80.0,463.09
31.14,67.32,1013.93,38.37,436.64
10.73,40.35,1012.27,89.65,477.23
10.31,45.01,1018.42,93.67,473.74
27.77,51.43,1006.58,69.01,438.7
16.84,45.01,1016.14,75.74,456.85
32.28,75.33,1002.14,62.49,433.42
18.0,52.08,1003.07,100.09,450.85
18.83,58.46,1016.85,87.16,449.63
8.44,41.17,1019.9,70.72,486.15
12.24,44.92,1023.74,88.21,473.26
14.64,39.58,1011.46,71.9,467.8
16.5,39.72,1003.05,65.99,459.06
12.89,36.71,1013.36,87.29,475.13
9.12,41.49,1020.58,96.23,475.69
25.12,77.95,1009.26,82.95,433.4
20.92,63.86,1020.49,72.98,449.09
27.52,66.48,1004.99,52.54,429.67
25.66,70.02,1010.89,68.14,442.2
19.68,51.19,1008.64,94.88,452.04
32.32,76.09,1006.63,62.96,432.53
19.58,52.9,1017.46,64.64,458.28
25.77,65.48,1018.07,51.47,440.96
10.42,39.96,1025.21,95.69,470.81
6.06,41.17,1019.67,84.7,489.62
5.42,41.38,1020.77,86.02,491.38
25.89,59.22,1013.4,80.17,445.75
26.47,69.51,1009.51,65.02,433.89
13.25,44.92,1024.11,89.34,469.18
29.7,67.17,1007.31,66.56,438.04
19.27,65.12,1015.63,73.48,449.42
16.98,53.16,1013.95,82.8,458.93
27.9,63.13,1011.8,70.04,439.76
22.76,44.05,1006.95,74.07,450.31
28.6,61.86,1011.86,62.13,439.74
30.47,70.02,1009.65,62.03,435.72
22.99,61.02,1009.88,81.56,440.85
26.27,71.98,1005.72,86.15,427.65
25.04,65.48,1017.66,57.08,440.92
12.36,37.73,1021.36,65.45,470.39
27.36,58.33,1013.86,56.7,439.14
26.11,73.17,1009.8,65.18,434.94
20.23,52.05,1012.15,47.49,457.57
22.06,47.43,1009.85,76.85,453.5
11.65,41.54,1020.09,67.96,476.4
21.06,67.07,1004.9,84.09,446.44
10.94,40.81,1026.03,80.79,476.32
22.02,46.93,1014.32,55.92,451.92
25.65,69.23,1012.55,62.02,435.25
24.03,58.46,1015.71,70.15,442.03
19.21,53.16,1013.18,81.64,454.01
8.96,40.05,1015.91,89.4,467.24
22.56,66.48,1003.82,77.46,437.73
9.87,42.74,1024.61,87.74,470.9
17.72,50.9,1012.02,85.55,456.4
24.9,67.25,1017.77,66.17,433.71
27.2,72.43,1006.75,80.67,430.32
29.82,69.75,1010.09,65.02,442.6
5.73,40.35,1012.24,91.84,490.5
24.4,67.45,1015.63,57.1,435.47
14.76,49.64,1026.31,75.67,461.16
29.08,67.07,1005.73,57.18,435.57
20.58,49.15,1021.42,56.15,453.87
28.25,66.54,1011.02,43.77,439.67
12.2,39.72,1018.07,54.83,471.33
18.65,52.08,1005.48,99.94,449.55
31.63,68.3,1014.8,42.02,426.86
23.19,60.75,1008.33,82.0,439.43
16.69,40.56,1019.92,51.43,469.9
15.34,40.73,1018.03,86.19,458.55
10.94,25.36,1009.47,100.1,470.9
26.31,48.6,1002.64,60.04,440.06
11.68,39.22,1017.9,57.95,471.8
25.76,65.48,1017.82,54.77,441.14
29.97,73.06,1009.41,78.26,430.37
28.05,62.6,1017.01,46.46,449.73
26.12,68.51,1013.06,68.96,433.11
26.91,61.5,1009.47,55.26,436.84
21.23,50.59,1017.42,69.26,453.95
29.56,70.4,1006.49,82.95,432.85
7.0,36.24,1013.15,89.64,483.06
23.07,69.23,1011.78,76.06,437.08
20.15,49.5,1013.47,66.7,462.65
24.48,66.25,1009.42,88.17,441.07
12.37,46.97,1013.95,90.76,464.4
22.86,62.52,1016.23,70.67,447.96
17.01,50.59,1015.8,80.95,463.4
22.32,70.47,1010.97,83.16,441.87
27.78,72.43,1006.72,74.53,429.62
12.93,36.71,1013.22,83.44,472.42
24.46,61.9,1013.88,87.16,441.34
11.98,44.6,1018.59,86.71,470.02
12.59,44.34,1017.01,85.57,474.11
24.77,48.92,1010.25,47.04,448.25
19.13,58.66,1013.32,74.86,453.92
13.41,40.89,1010.85,89.61,472.4
6.75,39.4,1011.28,90.84,483.77
14.79,46.48,1007.46,92.4,462.55
10.87,44.71,1021.38,58.22,484.63
11.44,44.2,1018.14,84.9,476.12
9.53,38.18,1018.43,75.33,476.54
28.83,66.44,1008.47,77.49,430.01
8.35,43.79,1016.2,85.23,484.21
12.33,39.85,1012.53,66.04,479.32
15.23,44.9,1007.75,81.34,456.07
31.71,69.04,1008.79,49.32,441.15
13.78,42.03,1017.51,84.94,467.6
29.28,65.71,1013.76,48.05,445.49
31.65,66.25,1008.57,59.05,437.35
