instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
7411,10-11-2011,4,0,11,9,0,4,1,2,0.42,0.4242,0.94,0.1045,211
5476,21-08-2011,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,86
3755,10-06-2011,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,452
9536,07-02-2012,1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,100
3947,18-06-2011,2,0,6,8,0,6,0,1,0.66,0.6061,0.78,0.0896,131
6042,14-09-2011,3,0,9,7,0,3,1,1,0.6,0.5606,0.83,0.1045,370
10140,03-03-2012,1,1,3,13,0,6,0,1,0.44,0.4394,0.51,0.2836,339
15902,31-10-2012,4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,116
10375,13-03-2012,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,342
15733,22-10-2012,4,1,10,17,0,1,1,1,0.62,0.6212,0.33,0.1045,922
5068,04-08-2011,3,0,8,1,0,4,1,2,0.66,0.5909,0.94,0.0896,17
1406,03-03-2011,1,0,3,20,0,4,1,1,0.2,0.2273,0.4,0.0896,70
463,21-01-2011,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,68
17105,20-12-2012,4,1,12,11,0,4,1,2,0.34,0.3182,0.57,0.2239,190
411,19-01-2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,3
544,24-01-2011,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,106
4499,11-07-2011,3,0,7,8,0,1,1,1,0.74,0.697,0.66,0.2836,420
14319,24-08-2012,3,1,8,19,0,5,1,2,0.72,0.6667,0.58,0.1642,536
538,24-01-2011,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,60
4695,19-07-2011,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,153
10052,28-02-2012,1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,204
2264,09-04-2011,2,0,4,4,0,6,0,3,0.3,0.2727,1,0.2537,3
15450,10-10-2012,4,1,10,22,0,3,1,1,0.46,0.4545,0.55,0.2985,197
13249,11-07-2012,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0,41
845,07-02-2011,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0.0896,50
3690,07-06-2011,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,183
5319,14-08-2011,3,0,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,281
6398,29-09-2011,4,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.194,8
1124,19-02-2011,1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,155
1631,13-03-2011,1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,181
10310,10-03-2012,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0,406
12401,05-06-2012,2,1,6,21,0,2,1,1,0.54,0.5152,0.56,0.1642,283
14136,17-08-2012,3,1,8,4,0,5,1,1,0.64,0.2424,0.73,0.1642,9
9982,25-02-2012,1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,82
8855,09-01-2012,1,1,1,18,0,1,1,4,0.2,0.2273,0.86,0.0896,164
13989,11-08-2012,3,1,8,1,0,6,0,1,0.66,0.6212,0.74,0.2239,116
3657,06-06-2011,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0,112
16039,05-11-2012,4,1,11,23,0,1,1,1,0.26,0.2727,0.6,0.1343,53
8882,10-01-2012,1,1,1,22,0,2,1,1,0.3,0.303,0.7,0.0896,114
11032,09-04-2012,2,1,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,421
10135,03-03-2012,1,1,3,8,0,6,0,3,0.36,0.3788,0.93,0,48
14313,24-08-2012,3,1,8,13,0,5,1,2,0.8,0.7121,0.41,0.1045,351
11392,24-04-2012,2,1,4,20,0,2,1,1,0.48,0.4697,0.21,0.3284,285
7357,08-11-2011,4,0,11,3,0,2,1,1,0.32,0.3485,0.87,0,3
3181,17-05-2011,2,0,5,10,0,2,1,3,0.54,0.5152,0.88,0.2537,104
3692,07-06-2011,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,539
15094,26-09-2012,4,1,9,2,0,3,1,2,0.58,0.5455,0.64,0.2836,17
11482,28-04-2012,2,1,4,14,0,6,0,1,0.42,0.4242,0.38,0.1045,440
8700,03-01-2012,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,170
1760,19-03-2011,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,76
12239,30-05-2012,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,5
11998,20-05-2012,2,1,5,2,0,0,0,1,0.56,0.5303,0.52,0,98
12841,24-06-2012,3,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.1343,8
1105,18-02-2011,1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,224
5555,24-08-2011,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.1343,468
11469,28-04-2012,2,1,4,1,0,6,0,1,0.36,0.3333,0.5,0.2985,67
1206,23-02-2011,1,0,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,96
8715,03-01-2012,1,1,1,22,0,2,1,1,0.1,0.1061,0.46,0.2537,33
4876,27-07-2011,3,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.194,10
11628,04-05-2012,2,1,5,16,0,5,1,1,0.76,0.6818,0.48,0.1642,440
7534,15-11-2011,4,0,11,12,0,2,1,2,0.54,0.5152,0.68,0,176
7774,25-11-2011,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,272
1939,26-03-2011,2,0,3,13,0,6,0,1,0.32,0.303,0.33,0.2239,239
2528,20-04-2011,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,15
10038,28-02-2012,1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,101
12607,14-06-2012,2,1,6,11,0,4,1,1,0.66,0.6212,0.57,0.2537,228
9392,01-02-2012,1,1,2,5,0,3,1,1,0.4,0.4091,0.5,0.1642,18
13979,10-08-2012,3,1,8,15,0,5,1,1,0.8,0.7424,0.52,0.4478,324
3667,06-06-2011,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,267
2887,05-05-2011,2,0,5,4,0,4,1,1,0.34,0.3182,0.66,0.2537,7
5453,20-08-2011,3,0,8,2,0,6,0,1,0.62,0.5909,0.78,0,69
2573,22-04-2011,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,9
5198,09-08-2011,3,0,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,149
4171,27-06-2011,3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045,275
15978,03-11-2012,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,328
7864,29-11-2011,4,0,11,7,0,2,1,1,0.52,0.5,0.77,0.2239,342
14376,27-08-2012,3,1,8,4,0,1,1,1,0.62,0.5758,0.83,0,12
4023,21-06-2011,3,0,6,12,0,2,1,1,0.7,0.6667,0.74,0.1642,189
2001,29-03-2011,2,0,3,5,0,2,1,1,0.22,0.2121,0.37,0.2537,8
16531,26-11-2012,4,1,11,12,0,1,1,1,0.42,0.4242,0.35,0.1045,210
4332,04-07-2011,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,238
16214,13-11-2012,4,1,11,7,0,2,1,3,0.32,0.303,0.87,0.2537,107
15776,24-10-2012,4,1,10,12,0,3,1,1,0.62,0.6061,0.61,0.0896,316
3961,18-06-2011,2,0,6,22,0,6,0,2,0.72,0.6818,0.62,0.1343,161
1179,21-02-2011,1,0,2,21,1,1,0,3,0.22,0.197,0.75,0.4478,34
6749,13-10-2011,4,0,10,18,0,4,1,3,0.62,0.5758,0.83,0.2537,268
6501,03-10-2011,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,101
9390,01-02-2012,1,1,2,3,0,3,1,1,0.44,0.4394,0.44,0.194,3
13669,28-07-2012,3,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.194,479
7208,01-11-2011,4,0,11,22,0,2,1,1,0.36,0.3788,0.81,0,96
964,12-02-2011,1,0,2,18,0,6,0,1,0.28,0.2576,0.38,0.3284,64
3420,27-05-2011,2,0,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,227
8591,29-12-2011,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,240
10750,29-03-2012,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,48
9232,25-01-2012,1,1,1,13,0,3,1,1,0.34,0.3333,0.49,0.1343,212
12252,30-05-2012,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642,398
17230,25-12-2012,1,1,12,18,1,2,0,2,0.32,0.303,0.66,0.2537,43
15647,19-10-2012,4,1,10,3,0,5,1,2,0.56,0.5303,0.83,0,5
13775,02-08-2012,3,1,8,3,0,4,1,1,0.66,0.6061,0.83,0,6
6547,05-10-2011,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0,467
974,13-02-2011,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,2
3981,19-06-2011,2,0,6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,296
11934,17-05-2012,2,1,5,10,0,4,1,1,0.56,0.5303,0.52,0.2537,205
10706,27-03-2012,2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,3
14163,18-08-2012,3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,64
4995,01-08-2011,3,0,8,0,0,1,1,1,0.72,0.6818,0.7,0.2239,29
15738,22-10-2012,4,1,10,22,0,1,1,1,0.46,0.4545,0.82,0.1343,183
9143,21-01-2012,1,1,1,20,0,6,0,2,0.18,0.1667,0.8,0.2985,67
6762,14-10-2011,4,0,10,7,0,5,1,3,0.56,0.5303,0.88,0.194,147
2785,30-04-2011,2,0,4,22,0,6,0,1,0.44,0.4394,0.67,0.1045,143
13717,30-07-2012,3,1,7,17,0,1,1,1,0.76,0.697,0.55,0.3284,827
6112,17-09-2011,3,0,9,5,0,6,0,1,0.46,0.4545,0.72,0.1642,5
9335,29-01-2012,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,111
14924,19-09-2012,3,1,9,0,0,3,1,2,0.56,0.5303,0.68,0.2836,26
12331,02-06-2012,2,1,6,23,0,6,0,1,0.56,0.5303,0.52,0.1045,238
1375,02-03-2011,1,0,3,13,0,3,1,1,0.5,0.4848,0.25,0,125
16237,14-11-2012,4,1,11,6,0,3,1,1,0.24,0.2273,0.65,0.194,146
1971,27-03-2011,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,30
14813,14-09-2012,3,1,9,9,0,5,1,2,0.62,0.5909,0.78,0.1642,347
11864,14-05-2012,2,1,5,12,0,1,1,2,0.56,0.5303,0.88,0.2836,185
2193,06-04-2011,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,13
10718,27-03-2012,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0,305
11077,11-04-2012,2,1,4,17,0,3,1,1,0.42,0.4242,0.35,0.3881,579
10427,15-03-2012,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,273
3820,13-06-2011,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,16
1344,01-03-2011,1,0,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,46
12052,22-05-2012,2,1,5,8,0,2,1,2,0.56,0.5303,0.88,0.1343,590
4177,27-06-2011,3,0,6,22,0,1,1,1,0.68,0.6364,0.69,0,145
12095,24-05-2012,2,1,5,3,0,4,1,2,0.6,0.5455,0.88,0.1045,4
13245,11-07-2012,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0,14
7170,31-10-2011,4,0,10,8,0,1,1,2,0.28,0.3182,0.87,0,372
13783,02-08-2012,3,1,8,11,0,4,1,1,0.82,0.7727,0.52,0.1045,226
14870,16-09-2012,3,1,9,18,0,0,0,1,0.62,0.6212,0.5,0.1642,481
14737,11-09-2012,3,1,9,5,0,2,1,1,0.46,0.4545,0.72,0.0896,44
6661,10-10-2011,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0,19
7654,20-11-2011,4,0,11,12,0,0,0,2,0.5,0.4848,0.63,0.1343,304
10855,02-04-2012,2,1,4,10,0,1,1,1,0.4,0.4091,0.5,0.5224,204
10841,01-04-2012,2,1,4,19,0,0,0,1,0.52,0.5,0.55,0.2239,346
11994,19-05-2012,2,1,5,22,0,6,0,1,0.64,0.6212,0.47,0,338
16924,12-12-2012,4,1,12,22,0,3,1,2,0.3,0.2879,0.52,0.2239,122
10640,24-03-2012,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,345
12529,11-06-2012,2,1,6,5,0,1,1,1,0.64,0.5909,0.78,0.1343,37
5525,23-08-2011,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194,6
15796,25-10-2012,4,1,10,8,0,4,1,2,0.52,0.5,0.83,0.1642,779
11728,08-05-2012,2,1,5,20,0,2,1,2,0.64,0.6061,0.69,0.2836,302
7362,08-11-2011,4,0,11,8,0,2,1,1,0.32,0.3333,0.93,0.1045,466
5714,31-08-2011,3,0,8,12,0,3,1,1,0.74,0.6667,0.43,0.1343,260
10490,18-03-2012,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,14
16888,11-12-2012,4,1,12,10,0,2,1,1,0.36,0.3333,0.57,0.3284,154
625,29-01-2011,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,5
2079,01-04-2011,2,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,89
10871,03-04-2012,2,1,4,2,0,2,1,1,0.36,0.3485,0.53,0.1642,5
14848,15-09-2012,3,1,9,20,0,6,0,1,0.6,0.6212,0.43,0.0896,330
7280,04-11-2011,4,0,11,22,0,5,1,1,0.34,0.303,0.46,0.3284,115
15547,14-10-2012,4,1,10,23,0,0,0,2,0.56,0.5303,0.68,0.2836,105
11611,03-05-2012,2,1,5,23,0,4,1,1,0.6,0.5606,0.83,0,121
7412,10-11-2011,4,0,11,10,0,4,1,2,0.44,0.4394,0.88,0.2239,117
1201,23-02-2011,1,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,4
10366,13-03-2012,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,26
4980,31-07-2011,3,0,7,9,0,0,0,1,0.8,0.7424,0.49,0,183
17047,18-12-2012,4,1,12,1,0,2,1,2,0.44,0.4394,0.94,0.1343,15
3686,07-06-2011,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,151
7703,22-11-2011,4,0,11,13,0,2,1,3,0.42,0.4242,1,0.0896,26
7459,12-11-2011,4,0,11,9,0,6,0,1,0.3,0.303,0.61,0.1642,160
13204,09-07-2012,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,455
210,10-01-2011,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,5
6493,03-10-2011,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,4
304,14-01-2011,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,1
14332,25-08-2012,3,1,8,8,0,6,0,2,0.66,0.6212,0.74,0.2537,162
3421,27-05-2011,2,0,5,10,0,5,1,1,0.72,0.6667,0.54,0.3881,153
5177,08-08-2011,3,0,8,14,0,1,1,1,0.82,0.7424,0.43,0.2985,150
3484,30-05-2011,2,0,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,79
10579,21-03-2012,2,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045,251
50,03-01-2011,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,1
7209,01-11-2011,4,0,11,23,0,2,1,1,0.34,0.3636,0.87,0,72
1448,05-03-2011,1,0,3,14,0,6,0,2,0.48,0.4697,0.59,0.2836,198
16395,20-11-2012,4,1,11,20,0,2,1,2,0.38,0.3939,0.76,0,235
12630,15-06-2012,2,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,216
8938,13-01-2012,1,1,1,6,0,5,1,2,0.26,0.2576,0.75,0.2239,73
1802,20-03-2011,1,0,3,18,0,0,0,1,0.38,0.3939,0.4,0.3582,156
10979,07-04-2012,2,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,578
17165,22-12-2012,1,1,12,23,0,6,0,1,0.22,0.2273,0.51,0.194,40
12805,22-06-2012,3,1,6,17,0,5,1,2,0.82,0.7273,0.38,0.1642,646
1949,26-03-2011,2,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,41
10164,04-03-2012,1,1,3,13,0,0,0,1,0.36,0.3333,0.37,0.3582,364
16963,14-12-2012,4,1,12,13,0,5,1,1,0.36,0.3485,0.5,0.2239,313
5980,11-09-2011,3,0,9,16,0,0,0,1,0.72,0.6667,0.51,0.2985,483
10509,18-03-2012,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,46
12439,07-06-2012,2,1,6,11,0,4,1,1,0.66,0.6212,0.47,0.2239,237
757,03-02-2011,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896,41
9253,26-01-2012,1,1,1,10,0,4,1,2,0.3,0.303,0.81,0.1343,108
7371,08-11-2011,4,0,11,17,0,2,1,1,0.52,0.5,0.43,0.1642,499
8553,28-12-2011,1,0,12,2,0,3,1,1,0.32,0.303,0.61,0.2537,7
2579,22-04-2011,2,0,4,8,0,5,1,2,0.34,0.3182,0.53,0.2537,346
14392,27-08-2012,3,1,8,20,0,1,1,1,0.74,0.697,0.7,0.194,416
3995,20-06-2011,2,0,6,8,0,1,1,3,0.56,0.5303,0.83,0.194,221
1706,16-03-2011,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,253
17322,29-12-2012,1,1,12,14,0,6,0,2,0.24,0.2424,0.87,0.0896,98
3361,24-05-2011,2,0,5,22,0,2,1,3,0.62,0.5606,0.88,0.2239,141
13951,09-08-2012,3,1,8,11,0,4,1,1,0.84,0.7576,0.44,0,260
8281,16-12-2011,4,0,12,16,0,5,1,2,0.32,0.303,0.45,0.2239,224
9861,20-02-2012,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,0.194,126
3572,02-06-2011,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,572
3285,21-05-2011,2,0,5,18,0,6,0,2,0.7,0.6364,0.45,0.1642,444
1785,20-03-2011,1,0,3,1,0,0,0,1,0.32,0.2879,0.53,0.3582,24
9150,22-01-2012,1,1,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,21
860,08-02-2011,1,0,2,6,0,2,1,1,0.26,0.2273,0.7,0.3284,39
2601,23-04-2011,2,0,4,6,0,6,0,2,0.34,0.3333,1,0.1642,11
13456,19-07-2012,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,505
13629,27-07-2012,3,1,7,1,0,5,1,1,0.72,0.6818,0.7,0.1045,54
13916,08-08-2012,3,1,8,0,0,3,1,1,0.7,0.6667,0.84,0,58
14215,20-08-2012,3,1,8,11,0,1,1,1,0.66,0.6212,0.65,0.1045,241
7786,26-11-2011,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,47
15410,09-10-2012,4,1,10,6,0,2,1,2,0.38,0.3939,0.82,0.2537,143
8142,10-12-2011,4,0,12,21,0,6,0,1,0.22,0.2121,0.44,0.2239,83
14059,13-08-2012,3,1,8,23,0,1,1,1,0.7,0.6515,0.7,0.2239,128
11323,21-04-2012,2,1,4,23,0,6,0,2,0.46,0.4545,0.82,0.2836,91
13247,11-07-2012,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,5
3685,07-06-2011,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,123
5203,09-08-2011,3,0,8,16,0,2,1,1,0.86,0.7727,0.39,0.2985,285
6276,24-09-2011,4,0,9,1,0,6,0,2,0.58,0.5455,0.94,0.0896,79
13441,19-07-2012,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,40
516,23-01-2011,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,110
10022,27-02-2012,1,1,2,14,0,1,1,1,0.46,0.4545,0.36,0.2836,158
1976,28-03-2011,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,2
8630,31-12-2011,1,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343,49
12798,22-06-2012,3,1,6,10,0,5,1,1,0.8,0.7424,0.52,0.3582,185
9101,20-01-2012,1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,11
15494,12-10-2012,4,1,10,18,0,5,1,1,0.44,0.4394,0.38,0.2985,642
2559,21-04-2011,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,199
11583,02-05-2012,2,1,5,19,0,3,1,1,0.54,0.5152,0.77,0.2537,504
16895,11-12-2012,4,1,12,17,0,2,1,1,0.32,0.303,0.53,0.2239,601
3058,12-05-2011,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,297
14771,12-09-2012,3,1,9,15,0,3,1,1,0.72,0.6515,0.37,0.1343,318
16630,30-11-2012,4,1,11,16,0,5,1,1,0.4,0.4091,0.43,0.1343,405
3413,27-05-2011,2,0,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,18
16944,13-12-2012,4,1,12,18,0,4,1,1,0.32,0.3333,0.42,0.1045,466
4455,09-07-2011,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,366
9539,07-02-2012,1,1,2,9,0,2,1,1,0.32,0.3333,0.49,0,289
6447,01-10-2011,4,0,10,4,0,6,0,1,0.44,0.4394,0.58,0.4179,8
1877,23-03-2011,2,0,3,23,0,3,1,3,0.32,0.3333,0.9,0,26
2445,16-04-2011,2,0,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,38
1301,27-02-2011,1,0,2,9,0,0,0,1,0.28,0.303,0.87,0.0896,59
10922,05-04-2012,2,1,4,5,0,4,1,1,0.38,0.3939,0.43,0.2836,29
5446,19-08-2011,3,0,8,19,0,5,1,3,0.62,0.5909,0.73,0.4627,165
13497,21-07-2012,3,1,7,13,0,6,0,3,0.6,0.5606,0.83,0.1642,354
3290,21-05-2011,2,0,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,145
11873,14-05-2012,2,1,5,21,0,1,1,2,0.58,0.5455,0.83,0.0896,152
1447,05-03-2011,1,0,3,13,0,6,0,2,0.46,0.4545,0.67,0.2836,190
9743,15-02-2012,1,1,2,21,0,3,1,1,0.34,0.3333,0.53,0.1642,178
11941,17-05-2012,2,1,5,17,0,4,1,1,0.66,0.6212,0.31,0.1343,852
1924,25-03-2011,2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,43
16098,08-11-2012,4,1,11,11,0,4,1,1,0.36,0.3333,0.29,0.3881,171
6131,18-09-2011,3,0,9,0,0,0,0,1,0.46,0.4545,0.77,0.2239,112
4292,02-07-2011,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,349
9641,11-02-2012,1,1,2,15,0,6,0,2,0.3,0.2727,0.61,0.2985,124
2961,08-05-2011,2,0,5,6,0,0,0,2,0.44,0.4394,0.82,0,6
12337,03-06-2012,2,1,6,5,0,0,0,1,0.5,0.4848,0.68,0,12
11618,04-05-2012,2,1,5,6,0,5,1,1,0.54,0.5152,0.94,0.1045,135
13140,06-07-2012,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,369
3809,12-06-2011,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,315
14802,13-09-2012,3,1,9,22,0,4,1,1,0.6,0.5909,0.69,0.1343,251
5278,12-08-2011,3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,385
15531,14-10-2012,4,1,10,7,0,0,0,1,0.42,0.4242,0.82,0.2239,51
6284,24-09-2011,4,0,9,9,0,6,0,2,0.6,0.5455,0.88,0.0896,175
6982,23-10-2011,4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,413
14329,25-08-2012,3,1,8,5,0,6,0,2,0.64,0.6061,0.73,0.1642,14
11576,02-05-2012,2,1,5,12,0,3,1,2,0.58,0.5455,0.83,0.2239,245
10839,01-04-2012,2,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836,555
2933,07-05-2011,2,0,5,2,0,6,0,1,0.42,0.4242,0.82,0.0896,52
14700,09-09-2012,3,1,9,16,0,0,0,1,0.68,0.6364,0.36,0.2836,701
1116,19-02-2011,1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,3
9156,22-01-2012,1,1,1,9,0,0,0,2,0.16,0.1515,0.74,0.2239,63
5008,01-08-2011,3,0,8,13,0,1,1,1,0.9,0.803,0.31,0.2985,150
10787,30-03-2012,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0,242
13766,01-08-2012,3,1,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,891
16102,08-11-2012,4,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,233
14109,16-08-2012,3,1,8,1,0,4,1,1,0.64,0.6061,0.73,0,21
5757,02-09-2011,3,0,9,7,0,5,1,1,0.6,0.5606,0.83,0.1045,259
11960,18-05-2012,2,1,5,12,0,5,1,1,0.62,0.6212,0.41,0.194,360
8880,10-01-2012,1,1,1,20,0,2,1,1,0.34,0.3485,0.53,0.1045,200
12047,22-05-2012,2,1,5,3,0,2,1,2,0.58,0.5455,0.83,0.1045,5
1019,15-02-2011,1,0,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866,3
6837,17-10-2011,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,135
16449,23-11-2012,4,1,11,2,0,5,1,1,0.26,0.2879,0.75,0.0896,5
10320,11-03-2012,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,61
16174,11-11-2012,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239,724
233,10-01-2011,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,18
15277,03-10-2012,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0,917
10484,17-03-2012,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0,211
6128,17-09-2011,3,0,9,21,0,6,0,2,0.5,0.4848,0.72,0.194,170
3818,12-06-2011,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194,107
12946,28-06-2012,3,1,6,14,0,4,1,1,0.86,0.7273,0.25,0.3284,254
15569,15-10-2012,4,1,10,21,0,1,1,1,0.52,0.5,0.59,0.3284,206
1440,05-03-2011,1,0,3,6,0,6,0,2,0.3,0.2879,1,0.2239,4
15487,12-10-2012,4,1,10,11,0,5,1,1,0.54,0.5152,0.37,0.3582,313
7269,04-11-2011,4,0,11,11,0,5,1,2,0.44,0.4394,0.67,0.4478,162
6255,23-09-2011,4,0,9,4,0,5,1,3,0.6,0.5,1,0,13
7926,01-12-2011,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,162
2506,19-04-2011,2,0,4,7,0,2,1,2,0.52,0.5,0.55,0,188
6005,12-09-2011,3,0,9,18,0,1,1,1,0.7,0.6515,0.54,0.194,571
12270,31-05-2012,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881,220
1378,02-03-2011,1,0,3,16,0,3,1,1,0.54,0.5152,0.19,0.3284,139
7037,25-10-2011,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,338
1899,24-03-2011,2,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,78
1501,07-03-2011,1,0,3,21,0,1,1,1,0.28,0.2727,0.38,0.2239,54
10614,23-03-2012,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,662
