Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
24/11/2020 12:07:26,35,Male,Munich,Software Engineer,13,4,Senior,Java,"Kotlin, Java / Scala, AWS",80000,1500,77000,1500,40,Full-time employee,Unlimited contract,English,101-1000,Product,No,30,
24/11/2020 12:07:43,42,Male,Berlin,Software Engineer,20,5,Senior,Ruby on Rails,"Ruby, Kubernetes, Docker",80000,,72000,,27,Full-time employee,Unlimited contract,German,51-100,Product,No,,
24/11/2020 12:07:44,34,Male,Berlin,QA Engineer,10,4,Senior,Java,"Python, Kotlin, Javascript / Typescript, Go, AWS, Kubernetes, Docker",75000,3000,65000,3000,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
24/11/2020 12:07:47,30,Male,Berlin,Backend Developer,6,2,Senior,Ruby,"SQL, Elixir",75000,75000,65000,65000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 12:08:51,35,Male,Berlin,Software Engineer,12,1,Senior,C#,".NET, SQL, Google Cloud, Kubernetes, Docker",70000,22000,,,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,200
24/11/2020 12:09:03,34,Male,Munich,Cloud Architect,10,4,Senior,"Azure, SAP","SAP / ABAP, AWS, Google Cloud, Azure, Kubernetes, Docker",120000,40000,70000,30000,30,Full-time employee,Unlimited contract,English,1000+,Cloud,No,0,1000
24/11/2020 12:09:06,35,Male,Berlin,Designer (UI/UX),10,4,Senior,,,70000,,65000,,25,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 12:09:31,35,Male,Berlin,System Administrator,14,1,Middle,,,44000,,,,27,Full-time employee,Temporary contract,English,101-1000,Startup,No,,
24/11/2020 12:09:50,28,Male,Hamburg,Software Engineer,7,,Senior,Scala,"Python, Java / Scala, Perl",80000,5000,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 12:09:55,26,Male,Münster,Data Scientist,5.5,3,Junior,Python,"Python, C/C++, SQL, AWS",48000,2000,,,26,Full-time employee,Unlimited contract,German,1000+,Product,No,,
24/11/2020 12:10:03,35,Male,Berlin,Frontend Developer,4,1,Middle,JavaScript,PHP,50000,5000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
24/11/2020 12:10:05,31,Female,Munich,QA Engineer,7,3,Senior,Java,"Python, Ruby",68000,,58000,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,40,
24/11/2020 12:11:42,35,Male,Frankfurt,Software Engineer,12,3,Senior,java,"Python, Kotlin, Javascript / Typescript, Java / Scala, Docker",66000,,66000,,25,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,No,,1
24/11/2020 12:12:16,28,Male,Berlin,Product Manager,3,3,Middle,,,51000,1500,,,27,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 12:12:35,25,Male,Berlin,Backend Developer,4,1,Middle,Python,"SQL, Go",60000,,60000,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
24/11/2020 12:13:24,42,Female,Berlin,QA Engineer,20,1,Middle,python,"Python, Javascript / Typescript",55000,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 12:14:03,30,Male,Berlin,Product Manager,7,5,Head,,"Python, SQL",150000,,,,25,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
24/11/2020 12:14:23,40,Female,Munich,Software Engineer,20,7,Middle,Java,SQL,54000,,54000,,30,Full-time employee,Unlimited contract,German,101-1000,Behörde,No,,
24/11/2020 12:14:27,36,Female,Erlangen,Project Manager,14,2,Middle,,Python,62000,,36000,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 12:14:52,37,Male,Berlin,Software Engineer,8,5,Junior,Java,"Java / Scala, AWS, Kubernetes, Docker",60000,,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 12:15:30,33,Male,Munich,Software Engineer,10,3,Senior,Java,"AWS, Docker",75000,7500,68000,6800,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,1500
24/11/2020 12:16:38,38,Male,Cologne,Software Engineer,11,5,Senior,PHP,"PHP, Javascript / Typescript, Go, AWS, Google Cloud, Kubernetes, Docker",55000,,55000,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 12:16:49,27,Male,Munich,Frontend Developer,4,0,Senior,Frontend,Javascript / Typescript,60000,,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 12:17:15,33,Male,Berlin,Software Engineer,7,7,Senior,"Java, JavaScript","Javascript / Typescript, Java / Scala, SQL",62000,67000,52000,58000,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,0,
24/11/2020 12:17:21,34,Male,Vienna,Data Scientist,12,3,Senior,,"Python, SQL, AWS, Azure",77500,7750,67000,,25,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
24/11/2020 12:17:32,36,Female,Munich,Backend Developer,5,1,Middle,PHP,"Javascript / Typescript, Docker",60000,5000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 12:17:51,42,Male,Berlin,DevOps,22,4,Lead,yaml,"Python, PHP, Javascript / Typescript, SQL, Go, Perl, AWS, Google Cloud, Azure, Kubernetes, Docker",70000,,,,24,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
24/11/2020 12:18:41,32,Male,Frankfurt,Network Engineer ,10,2,Senior,Python ,"Python, Docker",68500,6000,68500,70000,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 12:21:10,31,Male,Berlin,Frontend Developer,10,1.5,Senior,Javascript,"Javascript / Typescript, SQL, Google Cloud, Docker",71060,101,67500,101,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,200
24/11/2020 12:21:33,33,Female,Berlin,QA Engineer,6,0.5,Middle,Java,"Python, Kubernetes",60000,,,,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
24/11/2020 12:21:45,40,Male,Berlin,VP Engineering,10,7,VP,JS,"Javascript / Typescript, AWS",100000,,,,24,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 12:23:06,28,Male,Moldova,Backend Developer,4,0,Middle,Java ,"Kotlin, Java / Scala",28000,,,,,,,English,51-100,Startup,Yes,,
24/11/2020 12:23:47,28,Male,Munich,Backend Developer,6,5,Senior,Java,"Javascript / Typescript, Java / Scala, SQL",70000,2000,57000,1500,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
24/11/2020 12:23:50,46,Male,Munich,Agile Coach,4,1.5,Senior,,,82000,,78000,5000,30,Full-time employee,Unlimited contract,English,101-1000,Product,kurzarbeitzeit for 1.5 months,24,
24/11/2020 12:26:12,31,Male,Berlin,Software Engineer,9,4,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",90000,,80000,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,1000
24/11/2020 12:26:20,28,Male,Berlin,Mobile Developer,5,1.5,Lead,Swift,,70800,,,,28,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,0,
24/11/2020 12:27:21,29,Male,Berlin,Software Engineer,8,3,Middle,PHP,"PHP, Javascript / Typescript, SQL, AWS, Docker",55000,,,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,20,
24/11/2020 12:27:23,40,Male,Munich,Mobile Developer,25,2,Lead,Swift,"Swift, Objective-C",85000,5000,72000,3000,30,Full-time employee,Unlimited contract,English,11-50,Product,No,0,
24/11/2020 12:28:08,46,Male,Munich,QA Engineer,13,13,Senior,Java,SQL,70000,8500,70000,8500,28,Full-time employee,Unlimited contract,German,101-1000,Product,No,,500
24/11/2020 12:28:14,33,Male,Berlin,Backend Developer,5,2,Middle,Java,,66000,70000,61000,61000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,
24/11/2020 12:28:23,33,Male,Berlin,ML Engineer,10,5,Middle,Python,"Python, C/C++, Pytorch",62000,,60000,,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,20,
24/11/2020 12:28:45,34,Male,Berlin,Software Engineer,14,4,Lead,Java,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",95000,5000,90000,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
24/11/2020 12:28:58,36,Male,Berlin,Backend Developer,18,1,Senior,PHP,"PHP, AWS, Google Cloud",65000,70000,60000,60000,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,34,
24/11/2020 12:29:35,33,Female,Berlin,QA Engineer,8,1.5,Senior,-,Python,50000,,42000,,24,Full-time employee,Unlimited contract,English,11-50,Startup,Yes,20,
24/11/2020 12:30:03,32,Male,Berlin,Software Engineer,11,6,Lead,Android,"Python, Kotlin, Swift, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",80000,,80000,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 12:35:28,46,Male,Berlin,Software Engineer,14,14,Senior,JavaScript,"PHP, Javascript / Typescript, SQL, Google Cloud, Docker",80000,,63000,,30,Full-time employee,Unlimited contract,English,51-100,Product,Yes,20,
24/11/2020 12:36:04,30,Male,Munich,Mobile Developer,8,1,Senior,Kotlin,"Kotlin, Java / Scala",66000,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0,
24/11/2020 12:36:13,36,Male,Rosenheim,Data Science Manager,12,0.5,Manager,Python,"R, SQL, AWS, Azure, Docker",89200,17800,,,,Full-time employee,Unlimited contract,English,1000+,Construction,No,,
24/11/2020 12:37:20,35,Male,Berlin,Product Manager,10,5,Senior,php,"PHP, Javascript / Typescript",90000,10000,,,,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 12:38:26,47,Male,Munich,DevOps,20,1,Senior,,"PHP, SQL, AWS, Azure, Kubernetes, Docker",75000,,,,30,Full-time employee,Unlimited contract,,1000+,Product,No,,
24/11/2020 12:40:25,31,Male,Berlin,Data Scientist,10,5,Lead,Python ,"Kubernetes, Docker",115000,70000,115000,60000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,100
24/11/2020 12:41:45,46,Male,Munich,Scrum Master,12,8,Senior,Agile,"C/C++, PHP, .NET, SQL",85000,10000,88000,10000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,38,
24/11/2020 12:44:38,26,Male,Berlin,Mobile Developer,6,2,Senior,Kotlin,"Kotlin, Java / Scala",70000,,65000,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 12:44:58,31,Male,Mannheim ,Firmware Engineer,10,3,Senior,C,"Python, C/C++",45000,,,,30,Full-time employee,Temporary contract,English,11-50,Product,Yes,,
24/11/2020 12:47:46,31,Male,Munich,Frontend Developer,12,1.5,Lead,"TypeScript, JavaScript","Javascript / Typescript, Docker",85000,3000,75000,,29,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
24/11/2020 12:48:17,30,Female,Berlin,QA Engineer,5,3,Middle,Python ,"Python, Kubernetes, Docker, Ansible",50000,4000,50000,4000,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
24/11/2020 12:50:06,35,Male,Munich,Software Engineer,13,4,Lead,Pegasystems platform ,"C/C++, Javascript / Typescript, Java / Scala, SQL, Docker",140000,6000,132000,2000,28,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,
24/11/2020 12:51:24,33,Male,Berlin,Software Engineer,12,5,Senior,Javascript,"PHP, Javascript / Typescript, SQL, Docker",120000,,65000,,28,Self-employed (freelancer),Temporary contract,English,101-1000,Product,No,,
24/11/2020 12:52:56,36,Male,Berlin,Software Engineer,7,5,Middle,"C++, Java, Embedded C","Python, C/C++, .NET, Java / Scala",42000,,42000,,25,Full-time employee,Unlimited contract,English and German,up to 10,Product,No,32,
24/11/2020 12:54:46,36,Male,Munich,Solutions Architect,12,5,Lead,Cloud,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",105000,25000,105000,25000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,0,
24/11/2020 12:55:11,40,Male,Munich,Software Engineer,13,1,Senior,,".NET, Azure",77000,101,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 12:55:30,38,Male,Frankfurt,Data Center Manager,6,2,Work Center Manager,DC Management,,68000,12000,65000,77000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0,
24/11/2020 12:55:58,35,Female,Berlin,Software Engineer,15,6,Senior,C#,.NET,76000,,,,30,Full-time employee,Unlimited contract,German,1000+,Product,No,24,
24/11/2020 12:58:38,32,Male,Munich,Fullstack Developer,9,2,Senior,Java,"Javascript / Typescript, Kubernetes, Docker, Angular",70000,4000,68000,3000,26,Full-time employee,Unlimited contract,English,11-50,Product,No,,
24/11/2020 12:59:10,29,Male,Berlin,Software Engineer,8,2,Senior,Go,"Python, Javascript / Typescript, Go",70000,5000,70000,5000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,32,
24/11/2020 13:00:56,30,Male,Rosenheim,Software Engineer,9,5,Middle,Java,"Javascript / Typescript, SQL",63000,,57600,,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
24/11/2020 13:01:17,35,Male,Berlin,ML Engineer,10,2,Lead,Scala,"Java / Scala, SQL, AWS, Kubernetes, Docker",96000,4000,80000,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
24/11/2020 13:02:04,29,Male,Berlin,Software Engineer,7,5,Senior,Python,Javascript / Typescript,64000,,60000,,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
24/11/2020 13:05:17,32,Female,Berlin,Product Manager,10,"4,5",Senior,,,60000,6000,54000,5400,30,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,0,
24/11/2020 13:05:30,30,Female,Munich,Mobile Developer,10,3.5,Senior,Swift,"Kotlin, Javascript / Typescript",65000,5000,65000,5000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 13:05:53,25,Male,Berlin,Software Engineer,6,1,Middle,Java,,61500,26000,,,28,Full-time employee,Unlimited contract,English,1000+,Big commercial,No,,
24/11/2020 13:07:04,43,Male,Berlin,Software Engineer,20,4,Senior,Python,"SQL, AWS, Docker",79000,,80000,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
24/11/2020 13:07:24,38,Male,Berlin,Software Engineer,16,1,Senior,Python,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",65000,,65000,,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 13:09:38,26,Male,Berlin,Software Engineer,5,2,Middle,Scala,"Java / Scala, SQL, Google Cloud, Docker",63000,10300,56500,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,850
24/11/2020 13:09:51,25,Female,Munich,Product Manager,3,0.5,Middle,--,,62000,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0,
24/11/2020 13:11:21,34,Male,Munich,Software Engineer,12,5,Lead,python,"Python, Javascript / Typescript, SQL, AWS, Docker",95000,,85000,10000,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,1500
24/11/2020 13:14:01,34,Male,Munich,Designer (UI/UX),11,1,Senior,,,60000,,,,28,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
24/11/2020 13:14:33,27,Male,Berlin,Backend Developer,5,1,Middle,Java,"AWS, Docker",65000,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 13:16:52,30,Male,Berlin,Mobile Developer,3,2,Senior,Swift,"Kotlin, .NET, Java / Scala, Dart",58000,,52000,,28,Full-time employee,Unlimited contract,English,11-50,Startup,No,0,
24/11/2020 13:21:22,34,Male,Berlin,Data Scientist,5,5,Middle,Python,"C/C++, SQL, AWS, Docker",65000,5000,60000,2000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 13:23:32,36,Female,Berlin,QA Engineer,14,7,Lead,Java,Kotlin,69000,6900,63000,6300,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
24/11/2020 13:25:44,27,Male,Berlin,Backend Developer,5,1,Middle,Java,"AWS, Docker",65000,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 13:25:57,45,Male,Berlin,Mobile Developer,10,4,Lead,SWIFT,"Swift, Javascript / Typescript, Java / Scala, Google Cloud",77000,2000,66000,2000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 13:29:21,35,Male,Berlin,Backend Developer,6,2,Senior,"Java, angular, Aws","Python, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",74000,2000,,,30,Full-time employee,Unlimited contract,English,51-100,Product,No,32,
24/11/2020 13:32:34,36,Male,Berlin,Engineering Manager,7,1,Lead,"Swift, objective-c","Kotlin, Swift, Go, AWS, Kubernetes, Docker",80000,95000,,,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,1600
24/11/2020 13:33:08,32,Male,Stuttgart,QA Engineer,9,9,Senior,Java,"R, SQL, Perl, Docker",60000,4700,67000,5000,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,40,50
24/11/2020 13:35:41,33,Male,Boeblingen,DevOps,14,4,Senior,Golang,"Python, Javascript / Typescript, SQL, Go, Perl, Google Cloud, Kubernetes, Docker",70000,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 13:36:54,30,Male,Berlin,Backend Developer,10,2,Middle,PHP,"Kotlin, Java / Scala, SQL, AWS, Docker",56000,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 13:37:05,35,Male,Berlin,Software Engineer,15,4,Senior,go,"PHP, Javascript / Typescript, Perl, AWS, Kubernetes, Docker",70000,,,,28,Full-time employee,Unlimited contract,English,51-100,Startup,Yes,,
24/11/2020 13:37:57,24,Male,Boeblingen,C/C++/Java developer,0.8,0.8,Junior,Java,C/C++,48000,101,48000,101,30,Full-time employee,Unlimited contract,English,11-50,Product,No,40,250
24/11/2020 13:40:28,25,Male,Stuttgart,Backend Developer,4,2,Middle,Java,"Javascript / Typescript, .NET",60000,,50000,,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
24/11/2020 13:40:53,29,Male,Berlin,Mobile Developer,8,4,Senior,Kotlin,"Kotlin, Javascript / Typescript, Dart",65000,,52000,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 13:41:26,32,Male,Berlin,DevOps Manager,10,3,Lead,DevOps,"Python, AWS, Azure, Kubernetes, Docker",100000,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 13:42:43,32,Male,Düsseldorf,Software Engineer,11,7,Senior,.net,"Javascript / Typescript, Java / Scala, Go",60000,62000,47000,49000,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
24/11/2020 13:50:23,24,Male,Munich,Software Engineer,3,2,Middle,Node.js,"Swift, Javascript / Typescript, Go, AWS, Kubernetes, Docker",58000,18000,,,28,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
24/11/2020 13:51:23,24,Female,Stuttgart,Software Engineer,2,1,Middle,iOS,"Swift, Flutter",55200,2000,,,30,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,20,
24/11/2020 13:53:01,56,Male,Ingolstadt,Software Engineer,9,9,Senior,R,"R, SQL",75000,,,,30,Full-time employee,Temporary contract,German,1000+,Product,No,,
24/11/2020 13:54:47,53,Male,Stuttgart,Frontend Developer,15,15,Senior,"Java, Javascript",Javascript / Typescript,50000,,,,,Full-time employee,Unlimited contract,German,101-1000,Product,No,0,
24/11/2020 13:55:19,25,Male,Munich,ML Engineer,1,1,Middle,Python,"Python, C/C++, Swift, Matlab ",65000,2000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 13:55:19,32,Male,Berlin,Engineering Manager,9,5,Lead,,"PHP, Javascript / Typescript, .NET, SQL, Google Cloud, Kubernetes, Docker",95000,140000,,,365,Full-time employee,Unlimited contract,English,1000+,Product,No,,400
