Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Gender,Age,Claim
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,CAMBODIA,34.0,0.0,,36,0
C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,252.85,63.21,F,29,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,56,JAPAN,112.0,0.0,,36,0
CCR,Travel Agency,Offline,Comprehensive Plan,5,MALAYSIA,29.0,9.57,M,118,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,CHINA,24.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,1,MALAYSIA,10.0,0.0,,35,0
ART,Airlines,Online,24 Protect,14,THAILAND,72.9,25.52,M,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,THAILAND,20.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,35,THAILAND,23.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,25,PHILIPPINES,35.0,0.0,,36,0
C2B,Airlines,Online,Annual Silver Plan,376,SINGAPORE,161.0,40.25,M,38,0
C2B,Airlines,Online,Bronze Plan,143,SINGAPORE,23.0,5.75,F,52,0
EPX,Travel Agency,Online,Cancellation Plan,3,SINGAPORE,15.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,113,JAPAN,69.3,41.58,,53,0
C2B,Airlines,Online,Bronze Plan,67,SINGAPORE,113.0,28.25,F,57,0
C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216.0,54.0,M,36,0
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,33.5,8.38,F,27,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,CANADA,0.0,5.94,,26,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,42,CHINA,39.0,0.0,,35,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,50,"KOREA, REPUBLIC OF",32.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,38,VIET NAM,10.0,0.0,,25,0
JZI,Airlines,Online,Basic Plan,91,HONG KONG,26.0,9.1,M,44,0
TST,Travel Agency,Offline,Travel Cruise Protect,74,MALAYSIA,30.0,10.5,F,79,0
TTW,Travel Agency,Offline,Individual Comprehensive Plan,364,SINGAPORE,97.0,0.0,M,30,0
EPX,Travel Agency,Online,Cancellation Plan,80,HONG KONG,13.0,0.0,,36,0
CCR,Travel Agency,Offline,Comprehensive Plan,12,THAILAND,29.0,9.57,F,49,0
JWT,Airlines,Online,Value Plan,36,INDIA,31.0,12.4,M,118,0
KML,Travel Agency,Online,Value Plan,39,INDONESIA,28.0,10.64,F,48,0
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,0.0,6.63,F,25,0
JZI,Airlines,Online,Basic Plan,18,HONG KONG,26.0,9.1,F,51,0
EPX,Travel Agency,Online,Cancellation Plan,49,HONG KONG,18.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,33.5,8.38,F,25,1
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,AUSTRALIA,39.6,23.76,,30,0
EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,16.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,F,32,0
EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,10.0,0.0,,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,21,CHINA,38.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,17,CHINA,26.0,9.1,M,47,0
JZI,Airlines,Online,Value Plan,9,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,M,63,0
JZI,Airlines,Online,Basic Plan,45,PHILIPPINES,30.0,10.5,F,55,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,ICELAND,59.4,35.64,,34,0
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,15.0,3.75,F,51,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,37,HONG KONG,20.0,0.0,,29,0
JZI,Airlines,Online,Basic Plan,30,PHILIPPINES,22.0,7.7,M,32,0
EPX,Travel Agency,Online,Cancellation Plan,14,THAILAND,24.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,48,SINGAPORE,34.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,22.1,5.53,M,30,0
EPX,Travel Agency,Online,Cancellation Plan,34,SINGAPORE,14.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,4,INDONESIA,23.0,0.0,,35,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,5,"KOREA, REPUBLIC OF",27.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,68,SINGAPORE,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,1,VIET NAM,11.0,0.0,,34,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,169,JAPAN,57.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,27,JAPAN,36.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,JAPAN,49.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,AUSTRALIA,29.7,17.82,,29,0
C2B,Airlines,Online,Bronze Plan,44,SINGAPORE,70.5,17.63,F,33,0
ART,Airlines,Online,24 Protect,121,CAMBODIA,14.11,4.94,M,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,53,MALAYSIA,19.8,11.88,,26,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,20,THAILAND,40.0,0.0,,28,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,75,SINGAPORE,91.0,0.0,,20,0
EPX,Travel Agency,Online,Cancellation Plan,73,INDONESIA,17.0,0.0,,36,1
C2B,Airlines,Online,Bronze Plan,40,SINGAPORE,47.0,11.75,F,26,0
JZI,Airlines,Online,Basic Plan,33,PHILIPPINES,33.0,11.55,F,34,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,29.7,17.82,,42,0
JZI,Airlines,Online,Basic Plan,7,INDONESIA,22.0,7.7,M,53,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,81,CANADA,79.2,47.52,,31,0
EPX,Travel Agency,Online,Cancellation Plan,11,AUSTRALIA,53.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,6,PHILIPPINES,22.0,7.7,M,43,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,UNITED KINGDOM,0.0,17.82,,39,0
ART,Airlines,Online,24 Protect,12,MALAYSIA,13.0,4.55,M,48,0
EPX,Travel Agency,Online,Cancellation Plan,19,INDONESIA,24.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,24,INDIA,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,306,AUSTRALIA,158.4,95.04,,39,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,13,MYANMAR,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,39,CHINA,26.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,16,UNITED STATES,80.0,0.0,,30,0
C2B,Airlines,Online,Annual Gold Plan,364,SINGAPORE,333.0,83.25,F,32,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,THAILAND,49.5,29.7,,57,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,179,MALAYSIA,41.0,0.0,,25,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,27,"TAIWAN, PROVINCE OF CHINA",29.0,0.0,,36,0
SSI,Airlines,Online,Ticket Protector,26,SINGAPORE,4.63,1.3,,48,0
EPX,Travel Agency,Online,Cancellation Plan,1,SINGAPORE,10.0,0.0,,26,0
RAB,Airlines,Online,Value Plan,13,BRUNEI DARUSSALAM,15.0,6.0,M,50,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,17,"KOREA, REPUBLIC OF",25.0,0.0,,26,0
C2B,Airlines,Online,Silver Plan,12,SINGAPORE,25.0,6.25,M,77,0
C2B,Airlines,Online,Bronze Plan,126,SINGAPORE,127.5,31.88,M,26,0
EPX,Travel Agency,Online,Cancellation Plan,10,UNITED STATES,80.0,0.0,,38,0
EPX,Travel Agency,Online,Cancellation Plan,37,THAILAND,28.0,0.0,,61,0
EPX,Travel Agency,Online,Cancellation Plan,21,INDIA,12.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,30,CHINA,22.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,102,INDIA,20.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,48,INDONESIA,22.0,7.7,M,48,0
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,4,UNITED ARAB EMIRATES,40.0,26.0,M,22,0
EPX,Travel Agency,Online,Cancellation Plan,45,IRELAND,49.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,97,MALAYSIA,10.0,0.0,,36,0
TST,Travel Agency,Offline,Travel Cruise Protect,33,THAILAND,30.0,10.5,F,54,0
C2B,Airlines,Online,Bronze Plan,41,SINGAPORE,27.0,6.75,M,31,0
EPX,Travel Agency,Online,Cancellation Plan,40,PHILIPPINES,19.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,HONG KONG,56.0,0.0,,44,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,23,THAILAND,27.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,4,VIET NAM,19.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,5,INDIA,24.0,0.0,,31,0
JWT,Airlines,Online,Value Plan,36,INDIA,39.0,15.6,M,118,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,10,HONG KONG,28.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,43,THAILAND,10.0,0.0,,23,0
EPX,Travel Agency,Online,Cancellation Plan,7,MALAYSIA,16.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,SOUTH AFRICA,49.5,29.7,,42,0
EPX,Travel Agency,Online,Cancellation Plan,45,MALAYSIA,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,9,SINGAPORE,10.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,19.2,4.8,F,32,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,CHINA,28.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,1,THAILAND,11.0,0.0,,36,0
JWT,Airlines,Online,Value Plan,109,INDIA,50.0,20.0,F,118,0
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,24.0,6.0,F,44,0
EPX,Travel Agency,Online,Cancellation Plan,32,INDIA,20.0,0.0,,29,0
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,216.0,54.0,M,38,0
JZI,Airlines,Online,Basic Plan,4,INDONESIA,18.0,6.3,F,38,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,CHINA,41.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,19,THAILAND,12.0,0.0,,36,0
JZI,Airlines,Online,Value Plan,12,CHINA,45.0,15.75,M,57,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,317,PERU,31.0,0.0,,37,0
JZI,Airlines,Online,Basic Plan,11,HONG KONG,22.0,7.7,M,40,0
C2B,Airlines,Online,Annual Gold Plan,368,SINGAPORE,239.5,59.88,M,52,0
EPX,Travel Agency,Online,Cancellation Plan,39,THAILAND,15.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,51,AUSTRALIA,31.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,11,SINGAPORE,20.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,8,JAPAN,27.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,158,SINGAPORE,16.0,4.0,F,29,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,MALAYSIA,32.0,0.0,,41,0
KML,Travel Agency,Online,Premier Plan,53,NORWAY,-130.0,49.4,F,48,0
EPX,Travel Agency,Online,Cancellation Plan,273,CANADA,72.0,0.0,,30,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,AUSTRALIA,69.3,41.58,,34,0
EPX,Travel Agency,Online,Cancellation Plan,58,NIGERIA,60.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,20,THAILAND,12.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,88,SRI LANKA,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,8,MALAYSIA,10.0,0.0,,36,0
JWT,Airlines,Online,Value Plan,8,INDIA,93.0,37.2,M,118,0
JZI,Airlines,Online,Basic Plan,156,THAILAND,22.0,7.7,M,30,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,46,SINGAPORE,20.0,0.0,,69,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,126,VIET NAM,20.0,0.0,,29,0
C2B,Airlines,Online,Silver Plan,34,SINGAPORE,63.5,15.88,F,27,0
C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,187.85,46.96,M,41,0
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,29,JAPAN,50.5,32.83,F,31,0
JZI,Airlines,Online,Basic Plan,8,CHINA,22.0,7.7,F,37,0
EPX,Travel Agency,Online,Cancellation Plan,40,MALAYSIA,10.0,0.0,,26,0
JZI,Airlines,Online,Value Plan,208,NEW ZEALAND,69.0,24.15,F,30,0
EPX,Travel Agency,Online,Cancellation Plan,18,INDIA,21.0,0.0,,47,0
C2B,Airlines,Online,Silver Plan,24,SINGAPORE,102.05,25.51,M,56,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,14,INDONESIA,30.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,24.05,6.01,M,57,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,ICELAND,59.4,35.64,,39,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,"TAIWAN, PROVINCE OF CHINA",24.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,54,CHINA,34.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,THAILAND,29.7,17.82,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,76,PHILIPPINES,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,85,SINGAPORE,69.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,20.0,5.0,F,44,0
C2B,Airlines,Online,Gold Plan,20,SINGAPORE,60.0,15.0,F,75,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,21,CHINA,24.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,34,SINGAPORE,29.0,0.0,,26,0
JZI,Airlines,Online,Basic Plan,43,PHILIPPINES,33.0,11.55,F,41,0
JZI,Airlines,Online,Basic Plan,17,CHINA,35.0,12.25,M,26,0
SSI,Airlines,Online,Ticket Protector,163,SINGAPORE,11.45,3.21,,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,UNITED STATES,39.6,23.76,,41,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,76,CANADA,188.1,112.86,,38,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,CHINA,90.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,60,"KOREA, REPUBLIC OF",23.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,38,PHILIPPINES,13.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,4,CHINA,36.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,142,UNITED KINGDOM,92.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,96,GERMANY,64.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,36,INDIA,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,8,UNITED STATES,61.0,0.0,,41,0
EPX,Travel Agency,Online,Cancellation Plan,17,NORWAY,63.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,63,AUSTRALIA,69.3,41.58,,56,0
TST,Travel Agency,Offline,Travel Cruise Protect,72,MALAYSIA,30.0,10.5,F,68,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,26.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,28,VIET NAM,15.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,52,MALAYSIA,15.0,0.0,,35,0
CSR,Travel Agency,Offline,Comprehensive Plan,19,THAILAND,29.0,9.57,F,61,0
EPX,Travel Agency,Online,Cancellation Plan,33,VIET NAM,10.0,0.0,,71,0
EPX,Travel Agency,Online,Cancellation Plan,7,VIET NAM,27.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,5,"TAIWAN, PROVINCE OF CHINA",10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,121,SINGAPORE,10.0,0.0,,53,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,42,CHINA,37.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,12,SINGAPORE,32.5,8.13,M,27,0
JZI,Airlines,Online,Basic Plan,27,THAILAND,37.0,12.95,M,61,0
EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,36.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,5,QATAR,84.0,0.0,,42,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,34,JAPAN,45.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,THAILAND,28.0,0.0,,30,0
SSI,Airlines,Online,Ticket Protector,151,SINGAPORE,0.96,0.27,,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,45,THAILAND,29.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,156,MALAYSIA,-19.8,11.88,,50,0
EPX,Travel Agency,Online,Cancellation Plan,15,VIET NAM,25.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,44,MALAYSIA,28.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,40,NORWAY,31.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,27.0,6.75,F,30,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,2,MALAYSIA,20.0,0.0,,21,0
C2B,Airlines,Online,Bronze Plan,53,SINGAPORE,20.0,5.0,F,78,0
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.5,5.88,F,31,0
JZI,Airlines,Online,Basic Plan,30,INDIA,26.0,9.1,M,28,0
EPX,Travel Agency,Online,Cancellation Plan,77,PHILIPPINES,18.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,18,JAPAN,29.0,0.0,,43,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,15,HONG KONG,29.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,10,"KOREA, REPUBLIC OF",17.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,31,VENEZUELA,80.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,139,UNITED KINGDOM,59.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,THAILAND,26.0,0.0,,36,0
SSI,Airlines,Online,Ticket Protector,3,SINGAPORE,2.33,0.65,,48,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,39,CHINA,36.0,0.0,,35,0
JZI,Airlines,Online,Value Plan,25,UNITED STATES,96.0,33.6,M,38,0
EPX,Travel Agency,Online,Cancellation Plan,28,INDONESIA,12.0,0.0,,54,0
JZI,Airlines,Online,Basic Plan,38,INDIA,35.0,12.25,F,24,0
EPX,Travel Agency,Online,Cancellation Plan,13,CHINA,31.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,PHILIPPINES,53.0,0.0,,28,0
EPX,Travel Agency,Online,Cancellation Plan,91,HONG KONG,12.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,38,THAILAND,30.0,10.5,M,46,0
EPX,Travel Agency,Online,Cancellation Plan,25,THAILAND,10.0,0.0,,22,0
C2B,Airlines,Online,Silver Plan,190,SINGAPORE,39.0,9.75,F,54,0
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,33.5,8.38,F,37,0
C2B,Airlines,Online,Annual Silver Plan,379,SINGAPORE,161.0,40.25,M,44,0
EPX,Travel Agency,Online,Cancellation Plan,1,THAILAND,10.0,0.0,,46,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,125,VIET NAM,26.0,0.0,,36,1
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,SWITZERLAND,9.9,5.94,,47,1
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,THAILAND,39.6,23.76,,45,0
TTW,Travel Agency,Offline,Individual Comprehensive Plan,364,SINGAPORE,97.0,0.0,M,49,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,VIET NAM,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,21,VIET NAM,12.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,16,SINGAPORE,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,38,THAILAND,39.6,23.76,,28,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,AUSTRALIA,59.4,35.64,,29,0
JWT,Airlines,Online,Value Plan,9,INDIA,31.0,12.4,M,118,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,5,SINGAPORE,21.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,47,THAILAND,18.0,6.3,F,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,MALAYSIA,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,9,AUSTRALIA,49.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,MALAYSIA,29.7,17.82,,51,0
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,29.5,7.38,F,33,0
SSI,Airlines,Online,Ticket Protector,138,SINGAPORE,10.04,2.81,,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,21,MALAYSIA,20.0,0.0,,48,0
JZI,Airlines,Online,Basic Plan,72,VIET NAM,22.0,7.7,M,35,0
EPX,Travel Agency,Online,Cancellation Plan,21,JAPAN,47.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,270,FINLAND,56.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,29,VIET NAM,18.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,179,AUSTRALIA,59.4,35.64,,34,0
RAB,Airlines,Online,Value Plan,8,BRUNEI DARUSSALAM,15.0,6.0,,29,0
EPX,Travel Agency,Online,Cancellation Plan,113,CHINA,-15.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,7,CHINA,27.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,100,MALAYSIA,34.0,0.0,,26,0
C2B,Airlines,Online,Silver Plan,32,SINGAPORE,72.0,18.0,F,25,0
JZI,Airlines,Online,Basic Plan,8,INDONESIA,22.0,7.7,F,53,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,96,SOUTH AFRICA,59.4,35.64,,39,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,69.3,41.58,,55,0
EPX,Travel Agency,Online,Cancellation Plan,22,CHINA,34.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,26,SRI LANKA,31.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,"TAIWAN, PROVINCE OF CHINA",19.8,11.88,,26,0
CCR,Travel Agency,Offline,Comprehensive Plan,22,THAILAND,29.0,9.57,F,54,0
EPX,Travel Agency,Online,Cancellation Plan,18,CAMBODIA,15.0,0.0,,51,0
EPX,Travel Agency,Online,Cancellation Plan,12,INDIA,30.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,20.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,147,CZECH REPUBLIC,112.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,100,UNITED KINGDOM,89.1,53.46,,28,0
EPX,Travel Agency,Online,Cancellation Plan,4,VIET NAM,13.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,SPAIN,29.7,17.82,,41,0
EPX,Travel Agency,Online,Cancellation Plan,73,INDIA,27.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,80,JAPAN,39.6,23.76,,31,0
EPX,Travel Agency,Online,Cancellation Plan,52,SRI LANKA,37.0,0.0,,36,0
JZI,Airlines,Online,Value Plan,66,UNITED STATES,-121.0,42.35,F,44,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,AUSTRALIA,79.2,47.52,,56,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,THAILAND,89.1,53.46,,47,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,MALAYSIA,59.4,35.64,,30,0
JZI,Airlines,Online,Basic Plan,8,CHINA,26.0,9.1,M,40,0
EPX,Travel Agency,Online,Cancellation Plan,12,MALAYSIA,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,11.0,0.0,,21,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,PHILIPPINES,77.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,12.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,46,THAILAND,29.0,0.0,,31,0
EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,10.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,"TAIWAN, PROVINCE OF CHINA",56.0,0.0,,50,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,39,JAPAN,53.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,44,PHILIPPINES,80.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,17,MALAYSIA,10.0,0.0,,42,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,AUSTRALIA,29.7,17.82,,29,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,FRANCE,9.9,5.94,,53,0
JZI,Airlines,Online,Basic Plan,53,MALAYSIA,18.0,6.3,F,37,0
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,26.5,6.63,F,30,0
LWC,Travel Agency,Online,Annual Travel Protect Gold,421,UNITED STATES,256.2,166.53,F,34,0
EPX,Travel Agency,Online,Cancellation Plan,24,SINGAPORE,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,48,FRANCE,80.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,46,PHILIPPINES,20.0,0.0,,31,0
EPX,Travel Agency,Online,Cancellation Plan,169,CANADA,0.0,0.0,,62,0
JZI,Airlines,Online,Basic Plan,24,AUSTRALIA,26.0,9.1,M,56,0
RAB,Airlines,Online,Value Plan,18,BRUNEI DARUSSALAM,15.0,6.0,M,61,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,4,MALAYSIA,20.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,69,THAILAND,22.0,7.7,M,35,0
